target,cluster
christian,6
christian lgbt people,6
harmful atmosphere gay,5
unmarried equality lgbt partner,5
fine dining,5
ritual adult life,5
childish behavior older american,5
millennial childish,5
young people,5
college,0
humanity,5
communication,5
humanity program,5
legislation,1
discrimination,1
supreme court,5
california,6
public transit la,5
high speed train,5
high speed rail,5
world,5
printer,5
3d printing,5
immigrant,4
id card,5
providing id illegal immigrant,5
documented vs. undocumented immigrant,5
christian,6
harmful atmosphere gay,5
christian,6
acceptance lgtb community,5
harmful atmosphere gay,5
immigrant,4
illegal alien,5
identification card,5
id card,5
justice ginsburg,5
speaking,5
nato,6
russia,6
number,5
russian invasion,6
putin,6
legislation,1
refusal hire weight,5
voting,1
kid,0
privacy,5
election,1
election,1
informing electorate,1
gun,5
college campus,0
new york 's bike lane,5
bike lane,5
olympics,6
rio olympic game,5
olympics public health,5
economist,1
election,1
trump,5
immature,5
personal responsibility,5
rock hall,5
rock roll hall fame,5
economist,1
cyclist,5
standardized test,5
high school writing skill,0
college,0
high school writing skill,0
writing skill,5
fraternity sorority,0
gender segregation,1
3d printing,5
landfill,5
food waste,5
olympics,6
olympic hosting,5
trouble,5
hosting olympic game,5
olympics new york,6
3d printing,5
3d printed gun,5
gun,5
3d printing,5
ritual adult life,5
twenty somethings,5
young people,5
college,0
free college tuition,0
proof identification,5
locally issued id,5
issuing id card,5
id card,5
free college tuition,0
social class,5
harmful atmosphere gay,5
christian,6
humanity program,5
college,0
doping,2
donald trump,6
justice recuse donald trump,5
brazil,6
athlete,0
athlete safety,5
tenure,0
fired teacher,0
bad teacher,0
college,0
humanity university level,5
humanity program,5
honor system,5
regulation versus policing,5
judge ginsburg,5
college,0
mental health system funding,5
humanity program,5
election,1
trump,5
college,0
voting,1
jew,6
rbg,6
police officer,5
camera,5
number,5
european alternative,5
europe,6
putin,6
overcrowded national park,5
restricted access,5
christian,6
harmful atmosphere gay,5
voting,1
bike lane,5
new york bike lane,5
new york 's bike lane,5
high speed rail,5
drug addict,2
treatment,5
drug addict,2
protecting people,5
political correctness,1
treatment,5
personal right,5
protecting people,5
russian geopolitical objective,5
russia,6
russia,6
machine,5
artificial intelligence,5
ai,5
artificial intelligence,5
ai replicating manmade accomplishment,5
drug addict,2
forced treatment,5
treatment,5
election,1
political consideration judicial ruling,5
college,0
christian,6
harmful atmosphere gay,5
police officer,5
camera,5
police camera,5
medicare,1
christian,6
harmful atmosphere gay,5
college campus,0
gun school,0
gun,5
gun control,5
medicare,1
college campus,0
open carry,5
gun college,0
gun,5
camera,5
police officer,5
nuclear power,5
nuclear energy,5
fukushima disaster,6
humanity program,5
college,0
study humanity,5
medicare,1
socialism,1
election,1
drug addict,2
treatment,5
research paper,5
useful excercise college student,0
research paper,5
critical thinking,5
college,0
turkey,5
nato,6
legislation,1
obese,5
christian,6
gay marriage,5
harmful atmosphere gay,5
christianity,6
tenure,0
stability,5
tenure teacher,0
college,0
wealthy politician,5
islamic repression,6
turkey,5
new york 's bike lane,5
new york 's,5
bike riding,5
police officer,5
police corruption,5
camera,5
justice ginsburg,5
free speech scotus judge,5
rgb,6
new york 's bike lane,5
new york 's,5
bike lane,5
election,1
supreme court justice right free speech,5
justice ginsburg 's trump comment,5
curriculum,0
mandated educational approach,5
treatment,5
coercion,1
forced treatment,5
pope francis,6
christian,6
christianity,6
foreign language class,5
foreign language gift,5
foreign language class,5
foreign language,5
obamacare,1
medicare,1
christian,6
divorce,1
conservative christian,6
election,1
supreme court 's role,5
overcrowded national park,5
restricted access,5
college,0
humanity program,5
medicare,1
doping,2
medicare,1
college,0
foreign language study,5
speaking language,5
humanity program,5
harmful atmosphere gay,5
election,1
christian,6
issuing id card,5
new york 's bike lane,5
greece paying back debt,5
election,1
school reform,0
voting,1
turkey,5
greece,6
critical thinking,5
critical thinking,5
russian invasion,6
teacher,0
christian,6
gun,5
correcting someone 's spelling,5
funding existing public transit california,5
gun,5
christian,6
author feeling child necessary make one adult,5
taxation policy,1
gun,5
appearance,5
harmful atmosphere gay,5
jew,6
gun,5
nato,6
3d printing,5
justice ginsberg,5
oil drilling,5
political bias,1
harmful atmosphere gay,5
olympics,6
government,1
printer,5
new bike lane,5
disease addiction,5
millennial childish,5
harmful atmosphere gay,5
justice,5
election,1
olympics,6
drug,2
bikers,5
harmful atmosphere gay,5
new york 's,5
bike parking,5
skepticism,5
ignorant voter,1
free speech scotus judge,5
studying foreign language,5
obese,5
school reform,0
harmful atmosphere gay,5
trump,5
justice ginsburg,5
tennis strung,5
trump,5
clarity writing,5
multi lingual,5
free college tuition,0
mandatory child,0
new york 's,5
olympics,6
skepticism,5
standard american diet,5
bike lane nyc,5
postpone,5
candidate,5
climate change,5
euro zone,5
income blue collar job,5
us `` subsidizing european military cost,5
new york 's bike lane,5
trump,5
treatment,5
nba regulation,5
election,1
olympics,6
elimination foreign language,5
doping,2
high speed rail california,5
gun,5
greece taking exit,5
brazil,6
trump,5
nuclear power,5
olympics,6
rock roll,5
christian,6
new york 's bike lane,5
gun,5
turk,6
ritual adult life,5
humanity program,5
bus lane,5
overcrowding,5
new york 's bike lane,5
pay experience,5
drug addict,2
increased pay teacher,0
new york 's,5
immigrant,4
election,1
economist,1
gun control,5
body cam,5
police camera,5
justice ginsburg,5
christian,6
humanity program,5
olympics,6
sport league,5
freedom speech,5
court backed corporation abuse,5
gun control,5
christian,6
voting,1
treatment,5
foreign language class,5
gun restriction law,5
treatment,5
humanity program,5
new york 's bike lane,5
harmful atmosphere gay,5
legislation,1
legislation,1
camera,5
camera,5
gun regulation,5
new york 's,5
police officer,5
legislation,1
legislation,1
eminent domain,5
emerging digital technology,5
treatment,5
sport league,5
voting,1
political bias,1
bike lane nyc,5
humanity program,5
election,1
treatment,5
turkey take kurd,5
fan,5
world game,5
immigration reform,4
college campus,0
medicare,1
trouble,5
criticism authority,5
high speed rail,5
college,0
age childbirth,5
upper hand,5
christian law,1
new york 's,5
tenure,0
eu,6
right vote,5
harmful atmosphere gay,5
treatment,5
harmful atmosphere gay,5
high speed rail,5
thought,5
treatment,5
political correctness,1
justice ginsberg,5
tenure teacher,0
police corruption,5
election,1
fame,5
economist,1
teacher support mentoring,0
christian,6
legislation,1
population,5
nuclear power,5
tenure teacher,0
voting,1
college,0
research paper,5
free public education,0
olympics,6
nationally concealed carry permit holder,5
human resource,5
mandatory voting,1
christian,6
new york bike lane,5
marijuana,2
supreme court,5
reading foreign language,5
3d printing,5
supreme court,5
3d printing,5
artificial intelligence,5
camera,5
doping,2
humanity program,5
college,0
camera,5
high speed rail,5
justice ginsburg,5
gun carrying,5
ritual adult life,5
clarity writing,5
young people,5
election,1
trouble,5
stability,5
nato,6
humanity,5
election,1
college,0
suny,6
ritual adult life,5
foreign language study,5
fundamentalist islam,6
camera,5
gun death,5
voter fraud,1
free tuition,0
humanity program,5
olympics,6
foreign language,5
drug addict,2
humanity program,5
california,6
campus,0
orlando terrorist attack,5
humanity program,5
gun,5
judge,5
christian,6
voting,1
new york 's bike lane,5
doping,2
relationship changeable,5
blue collar job,5
honor system,5
doping,2
world,5
humanity program,5
legislation,1
3d printing,5
treatment,5
euro zone,5
protecting people,5
bike route n. america,5
delayed adulthood,5
harmful atmosphere gay,5
immigrant,4
high speed rail,5
fraternity sorority,0
turkish kurd,6
writing standard,5
usage euro currency,5
homosexuality,1
climate change,5
christian,6
restricted access,5
printer,5
nato,6
repeat,5
euro zone,5
harmful atmosphere gay,5
mexico border wall,5
nuclear power,5
digital record,5
treatment,5
christian,6
gun,5
foreign language acquisition,5
studying foreign language,5
foreign language,5
california,6
extra lane highway,5
overcrowded national park,5
humanity program,5
nationally concealed carry permit holder,5
new york 's bike lane,5
regulation versus policing,5
college,0
nato,6
supreme court judge opinion politics,5
donald trump,6
taxpayer funding education,1
civil right,5
legislation,1
illegal immigrant,4
donald trump,6
teaching humanity,5
olympics,6
former inmate,5
legislation,1
supreme court,5
body camera,5
college campus,0
election,1
new york 's,5
lack housing,5
bike lane,5
olympics,6
legislation,1
christian,6
college,0
body cam,5
socialism,1
free everyone,5
election,1
streaming,5
mandated educational approach,5
humanity education,5
writing skill,5
new york 's bike lane,5
income blue collar job,5
college,0
gun violence,5
college,0
legislation,1
election,1
stability,5
harmful atmosphere gay,5
free speech scotus judge,5
new york 's bike lane,5
fattening food,5
brain growth,5
olympics,6
justice recuse donald trump,5
age one capable understanding action consequence,5
nonprofit status,5
election,1
tennis strung,5
bike route n. america,5
employee image,5
auto regulation,5
camera,5
speaking,5
high speed rail,5
ruth bader ginsberg,6
digital record,5
partner,5
college,0
standardized testing,5
nuclear power,5
humanity program,5
voting,1
government debt,1
legislation,1
overcrowding,5
police corruption,5
california,6
christian,6
take position,5
mass transportation system,5
delaying parenthood,1
campus,0
cutting foreign language program,5
bicyclist,5
bike lane nyc,5
justice recuse donald trump,5
drug addict,2
bike rider,5
bike lane,5
humanity program,5
gun right,5
college,0
russia,6
police officer,5
speaking language,5
new york 's bike lane,5
arbitrary termination,5
new york 's bike lane,5
college,0
police officer,5
millennial childish,5
population growth,5
election,1
religious rule,5
medicare,1
free college tuition,0
fame matter,5
drug addict,2
ritual adult life,5
economist,1
olympics,6
jew,6
research paper,5
technology,5
humanity program,5
bike lane,5
humanity program,5
college,0
trump,5
3d printing,5
personal right,5
acceptance lgtb community,5
speech,5
college,0
rock hall fame,5
foreign language,5
conservative healthcare plan,5
harmful atmosphere gay,5
child late,5
economist,1
artificial intelligence,5
permit carry gun,5
gun regulation,5
machine,5
climate control,5
fat people,5
college,0
regulation auto industry,5
criticism authority,5
mayor,5
economist,1
nuclear facility,5
foreign language,5
college,0
election,1
voter fraud,1
medicare,1
ca teacher tenure,0
supreme court,5
tenure,0
election,1
gun,5
writing skill,5
human resource,5
voting,1
ukraine nuclear concession exchange territorial integrity,5
id card,5
study humanity,5
harmful atmosphere gay,5
harmful atmosphere gay,5
bike city,5
california,6
bike lane,5
church,0
usage euro currency,5
regulation auto industry,5
camera,5
speed rail,5
taxation policy,1
medicare,1
drug addiction,2
religious organization,5
high speed rail development,5
memorizing essay,0
landfill,5
college,0
turkey membership nato,6
legislation,1
ritual adult life,5
public transportation,5
traffic law,5
medicare,1
lgbt advocate,5
election,1
surveillance,1
humanity program,5
election,1
3d printing,5
ritual adult life,5
college,0
new york 's bike lane,5
high speed train,5
gun,5
justice ginsburg,5
christian,6
right believe,5
partner,5
biking initiative,5
ritual adult life,5
harmful atmosphere gay,5
employee image,5
doping,2
standardized testing,5
government tax,1
turkish lobby,6
3d printing,5
humanity program,5
tenure,0
income blue collar job,5
young adult returning home,5
brazil,6
california,6
drug addict,2
technology prevent duo,5
free speech,5
brazil,6
humanity program,5
stability,5
tenure,0
election,1
nato,6
turkey,5
unmarried equality lgbt partner,5
vaccination,1
childish behavior older american,5
public school teacher,0
delaying procreation,1
college,0
christian,6
humanity college,0
christian,6
employment,1
fundamentalism,1
russia,6
christian lgbt people,6
3d printing,5
turkey 's nato membership,5
teen pregnancy,0
doping,2
immigration reform,4
technology prevent duo,5
government overreach,1
bike lane,5
new york 's,5
olympics,6
college,0
trump,5
court decision change law,5
high speed train,5
3d printing,5
gun,5
college,0
christian,6
donald trump,6
college,0
new york 's,5
artificial intelligence,5
nato,6
harmful atmosphere gay,5
drug addict,2
college campus,0
graduate voter,0
trouble,5
college campus,0
college campus safe,0
harmful atmosphere gay,5
